WARDS,War_Code,Cattle_2014,Sheep_2014,Pigs_2014,Poultry_2014,Cattle_2013,Sheep_2013,Pigs_2013,Poultry_2013,Cattle_2012,Sheep_2012,Pigs_2012,Poultry_2012,Cattle_2011,Sheep_2011,Pigs_2011,Poultry_2011,Cattle_2010,Sheep_2010,Pigs_2010,Poultry_2010,Cattle_2009,Sheep_2009,Pigs_2009,Poultry_2009,Cattle_2008,Sheep_2008,Pigs_2008,Poultry_2008,Cattle_2007,Sheep_2007,Pigs_2007,Poultry_2007,Cattle_2006,Sheep_2006,Pigs_2006,Poultry_2006,Cattle_2005,Sheep_2005,Pigs_2005,Poultry_2005,Cattle_2004,Sheep_2004,Pigs_2004,Poultry_2004,Cattle_2003,Sheep_2003,Pigs_2003,Poultry_2003,Cattle_2002,Sheep_2002,Pigs_2002,Poultry_2002,Cattle_2001,Sheep_2001,Pigs_2001,Poultry_2001,Cattle_2000,Sheep_2000,Pigs_2000,Poultry_2000,Cattle_1999,Sheep_1999,Pigs_1999,Poultry_1999
OAKLANDS,95KK10,8368,4963,1128,284043,9194,5251,2022,293843,9726,5531,1789,292543,9929,5475,2415,363362,9930,5120,2154,164900,9907,5220,1970,354060,9864,5516,2738,370110,10518,6679,1762,260167,10370,6678,1851,379818,10282,5752,3663,238954,10728,5855,3066,243957,10685,6275,3692,235239,9062,6184,3226,250632,8853,7499,3630,214565,9323,8353,4604,201470,9749,9107,4231,151760
OBSERVATORY,95CC18,1895,271,0,0,1799,0,0,0,1822,0,0,0,1662,0,0,0,1443,3,3,0,1319,0,0,0,1385,0,0,0,1554,0,0,0,1587,0,0,15,1285,160,0,15,1283,157,0,31,1268,120,0,131,1329,102,0,124,1166,134,0,24,555,0,0,0,1189,0,0,0
OLD WARREN,95SS25,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLDTOWN,95KK11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,171,162,0,0,233,136,0,0,407,157,0,0,447,113,0,0,447,228,0,0,228,562,0,0,289,269,0,0,502,0,0,0,228,0,0,0
ORANGEFIELD,95GG36,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OWENKILLEW,95YY17,7229,31359,4,15000,7467,30559,0,15000,7983,32112,0,15000,7799,32379,0,15500,7800,30339,0,15500,7667,31259,0,15500,7425,32879,0,15500,14605,24441,197,53200,15114,26273,318,121676,8695,37047,0,15075,8680,39690,0,15056,8744,39849,0,15111,8863,43321,34,15085,8954,44461,36,15070,8918,46163,0,15608,9508,49750,0,15620
PARK,95DD21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARKGATE,95AA12,7016,14500,1,172507,6691,14333,4,108639,7784,14737,21,174444,7374,14090,10,139501,7295,14329,7,149000,7107,12687,8,119140,7216,12648,3,96570,6526,9193,619,103185,6687,9397,257,85936,78633,13924,0,172112,7863,13962,0,116100,7764,13881,60,124232,8394,16662,96,82151,8357,19898,120,40126,9298,22566,0,66161,8795,21526,0,96232
PARKLAKE,95LL21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PENNYBURN,95MM22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLUMBRIDGE,95ZZ11,7279,55173,797,188000,7537,55442,575,188000,7596,55675,473,18500,7817,53525,227,1,7803,50651,0,16700,8041,53674,0,17900,7757,54675,0,19000,7646,30011,1826,0,7474,30515,2284,429,10116,57084,0,18131,10346,60817,0,155,10099,61934,0,18170,10279,63688,0,17523,10511,68533,0,16694,10361,68520,0,16688,10365,72982,0,17582
POLEGLASS,95SS26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POMEROY,95KK12,7616,5133,2483,277282,7977,5681,2188,454200,8279,4573,1913,342244,8203,4282,2060,381900,8598,3962,1776,250030,8440,4508,1743,309250,7597,4931,3387,326480,9562,4789,9717,218000,9980,5855,9335,99042,8959,5921,3135,126133,9485,6198,3159,272236,9583,5870,2480,144107,8814,7228,2139,123391,8647,10669,1974,153888,7270,7866,0,55589,8100,7764,0,52082
PORTAFERRY,95BB20,5078,1828,12566,0,5109,2117,10754,0,5026,1838,10874,0,5590,1586,11647,0,4921,1679,12983,0,4937,1704,11636,0,4849,2066,10841,0,3821,2167,10,0,4254,1703,3,128,4540,2141,0,18000,4470,2021,0,18005,4721,2165,0,18016,4758,2154,0,23516,4773,2316,0,18027,5382,2756,0,0,5455,3167,0,0
PORTAVOGIE,95BB21,4805,823,1353,0,4723,943,1353,0,4834,987,1304,0,4725,436,1014,0,4960,701,852,0,5064,575,852,120,4966,375,903,0,3045,2186,817,900,2961,2050,833,0,4686,460,833,12,4286,557,283,32,4447,473,1158,5,3972,497,0,4,4097,842,0,14,4037,804,0,0,3936,0,0,18032
PORTGLENONE,95DD22,7234,2403,72,185081,7348,2018,0,180200,7738,2025,7,162550,7539,2566,9,153504,7888,2155,127,177110,7021,2067,9,165990,6855,2268,12,171730,9294,6059,27,212448,9134,5709,22,321970,7109,3142,137,152045,7353,2925,208,203588,7451,2529,189,244525,6721,3686,515,215116,7130,3090,1179,199845,6880,2822,0,147048,6840,2789,1105,142060
PORTORA,95PP20,3,3,3,3,541,447,0,0,490,447,0,0,590,444,0,0,483,395,0,0,491,283,0,0,550,283,0,0,543,0,0,0,475,3,0,150,551,346,0,0,551,353,0,0,622,585,0,0,755,303,0,0,805,695,0,0,458,0,0,0,940,0,0,0
PORTSTEWART,95JJ16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POYNTZ PASS,95CC19,15516,12180,4770,24001,15834,11806,4206,25500,15047,10918,4195,24044,15163,10586,3750,31801,15868,10600,3591,87200,15151,11132,3325,46600,15167,11850,1356,23600,10634,9371,581,15009,10213,9952,676,14931,12171,13536,3497,25572,12616,13864,3851,52548,12624,14980,4121,52576,13211,14334,4632,45896,11954,17111,4235,36266,11379,19852,4831,45948,12064,21327,6312,117134
PRINCETOWN,95XX21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QUILLY,95FF14,10386,2830,55,115400,10084,3644,36,118715,10524,4000,13,116170,9605,3383,13,115200,9678,3716,40,116000,9956,3401,40,81330,11268,3640,53,118660,10275,9679,48,113104,10508,8831,18,119428,8607,3571,169,110306,8898,4157,167,113838,9487,4372,113,115450,9741,4885,151,118753,8711,4840,310,119942,9279,6051,0,96976,8934,6373,0,94419
QUOILE,95NN18,791,212,0,0,694,212,0,0,643,212,0,0,639,212,0,0,653,212,0,0,598,229,106,0,849,120,106,0,1060,907,0,0,1038,904,0,0,844,420,115,22,831,437,100,0,843,470,113,0,975,514,109,0,547,666,0,0,614,981,0,0,666,1127,0,0
RANDALSTOWN,95AA13,926,2929,1,800,643,2771,2,700,693,3106,3,300,624,3022,1,400,641,3023,3,2000,676,3583,3,6200,740,3451,3,2000,508,537,0,32750,501,698,3,52022,966,3106,3,50006,985,3058,3,55000,1056,3296,3,50000,1070,3350,3,0,1126,3198,3,13000,1608,3490,0,0,1383,3709,0,0
RATHBRADY,95RR12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RATHFRILAND,95FF15,1572,1997,0,4500,1429,1668,0,0,1431,1533,0,0,1356,1492,0,1,1388,862,0,0,1484,1712,0,0,1124,1826,0,0,1771,2905,0,30,1681,3234,0,48055,1961,2126,0,55701,1953,2258,0,59200,2183,2240,0,62500,2198,2599,0,58000,1822,2209,0,59540,2252,5178,0,0,1840,3936,0,0
RATHGAEL,95XX22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAVENHILL,95GG37,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICH HILL,95CC20,790,834,21,0,826,965,0,0,725,975,53,0,696,881,93,0,800,952,68,0,775,1055,18,0,743,1295,0,0,197,694,0,120,256,694,0,0,858,13734,0,12,744,1441,0,0,739,1385,0,0,743,1432,0,0,859,2481,0,0,1487,3274,0,0,922,2973,0,0
RINGSEND,95JJ17,9159,15884,16,201125,9768,16062,14,215148,10317,15476,22,181673,10406,14624,219,196457,10292,14395,12,128690,9986,13452,13,165420,10267,14691,13,110310,9983,15026,26,1800,9314,14441,3,266,10920,17956,14,155072,11194,18947,20,155041,11133,18738,20,155302,12323,21129,17,145229,11282,20368,39,105052,12198,28576,0,92874,12097,26087,154,119877
ROESIDE,95RR13,3,3,3,3,3,3,3,3,3,3,3,3,108,293,0,0,87,327,0,0,3,3,3,3,88,344,0,0,76,1503,0,0,132,1727,0,0,178,276,0,0,173,210,0,0,161,140,0,0,134,413,0,0,131,960,0,0,0,0,0,0,148,1248,0,0
ROSEMOUNT,95MM23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROSETTA,95GG38,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROSSLEA,95PP21,8718,4534,0,33004,9057,3818,0,37750,9103,4832,2,29900,8879,3880,2,37361,8346,3356,0,16000,8952,3667,3,30260,9075,3193,3,23260,15072,8640,3,504578,15249,7530,3,493203,10101,2385,0,41698,10064,2457,3,25217,10387,2794,3,21608,10452,2843,0,24073,10831,2761,3,22857,10584,3458,0,16253,11455,3515,0,19871
ROSSORRY,95PP22,295,231,36,0,264,102,3,38,334,102,7,99,324,102,0,325,258,20,0,100,246,0,0,110,166,0,0,0,510,273,0,0,487,214,0,12,312,0,0,0,287,0,0,13,284,0,0,13,239,0,0,0,305,0,0,0,690,0,0,0,313,0,0,0
ROSTREVOR,95VV23,1229,7340,1585,0,1189,7268,1545,0,1219,7290,1685,0,1157,7147,1587,0,1083,7416,1512,0,1110,7397,1458,0,1139,7138,1222,0,1208,3187,896,59000,1135,3026,946,59024,1302,7156,1263,10,1305,7078,1535,18,1245,6987,1645,41,1326,7376,1831,55,1276,6982,1069,24,1293,7895,0,0,1503,8238,0,0
ROSTULLA,95WW23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUTE,95EE13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1396,133,0,0,1366,95,0,0,722,805,0,6,832,709,0,0,688,488,0,0,192,565,0,0,820,951,0,17,0,0,0,0,0,0,0,0
ROYAL PORTRUSH,95JJ18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAINTFIELD,95NN19,2373,1883,3,0,2482,1603,3,10900,2712,2001,3,11485,2529,2014,2,6340,2826,1984,3,12000,2688,2035,0,16840,2892,1959,0,12280,3569,3011,0,50500,3180,3755,0,50115,2606,1653,0,11229,2553,1791,0,12537,2649,1805,0,12049,2586,1492,0,11043,2833,2564,3,12061,2777,2457,0,0,2675,2470,0,0
SANDHOLES,95KK13,6789,4453,5851,191240,6664,4648,6199,271221,6884,4400,5165,232000,6633,3650,5108,243402,6840,3501,5500,214400,6841,3480,3416,243450,7234,4442,3625,298600,4738,1490,1034,36844,4786,1641,895,27086,7604,3776,3645,182023,8137,3588,3861,166154,8247,3467,5141,126635,9275,3419,6015,99033,8575,5211,7661,183707,8630,6888,7969,112126,8022,7424,8792,124078
SCRABO,95BB22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEACON,95EE14,1667,729,0,37995,2117,748,0,78798,2253,769,0,80500,2016,792,0,80660,2068,750,0,55500,1945,633,0,42000,2040,818,0,74500,1663,1246,3,16501,1716,1719,3,18200,2067,1379,3,38504,2087,1399,22,40022,1932,1283,0,12,1888,1253,0,12,1972,2221,0,12,2028,3078,0,0,1965,3045,0,0
SEAFORDE,95NN20,7753,10720,60,17774,7654,10460,45,34100,7556,10625,58,39000,7392,10275,65,39501,7261,10084,75,35000,7100,10410,19,3600,7790,11394,25,6070,5594,8596,11650,157,5272,8744,9897,541,7928,9710,0,318,8046,10025,0,313,8013,10149,0,354,8740,13459,71,40514,7898,12720,62,484,8614,18060,0,40414,8571,17749,0,40503
SEAPATRICK,95FF16,177,250,0,0,207,168,0,0,181,123,2,0,182,123,2,0,124,75,0,0,195,89,0,0,213,91,0,190,533,494,398,95,661,488,460,39,260,87,0,89,274,249,0,79,269,249,0,154,257,237,0,145,367,396,0,145,431,0,0,0,588,0,0,0
SEAVIEW,95VV24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEYMOUR HILL,95SS27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHAFTESBURY,95GG39,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHANKILL,95GG40,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHANTALLOW EAST,95MM24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHANTALLOW WEST,95MM25,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,379,1147,0,0,406,1363,0,0,392,1440,0,0,343,2511,0,0,0,0,0,0,0,1650,0,0
SHILVODAN,95AA14,6159,7288,2587,529936,6311,7821,2429,538437,6734,7442,2522,496780,6586,7260,2194,450204,6648,7424,1536,625880,6416,7592,2378,361630,6520,7871,1765,522280,8692,10836,2846,85750,8193,10888,632,105189,7177,8134,1779,382258,7309,8212,1485,392197,7416,7878,1847,288292,7434,8880,1825,297394,7338,9666,1580,220436,7039,9380,1471,325346,7406,11003,2481,307503
SHIMNA,95NN21,320,0,0,0,317,0,0,0,563,0,2,0,425,0,0,0,267,0,0,0,150,0,0,0,158,0,0,0,219,0,0,0,243,0,0,0,3,3,3,3,206,0,0,0,206,0,0,0,208,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0
SILVER BRIDGE,95VV25,6414,5032,22,0,7493,4776,1114,45000,7701,5012,684,45500,7067,4691,703,61800,6860,4760,612,14700,7250,4729,3,0,7039,5295,3,0,8073,4374,90,120,7844,5133,61,295,7322,7007,3,23,7454,7182,3,30,7986,7295,3,83,8316,9221,3,66,7781,7556,35,32,8822,12740,0,52,9344,13368,343,51
SILVERSTREAM,95XX23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SION MILLS,95ZZ12,1446,139,1908,0,1301,187,1866,0,1165,173,1821,58843,909,173,1861,59482,1229,153,712,55730,1356,136,1006,57000,1244,125,0,57000,339,1165,0,0,344,995,0,0,272,125,1696,0,239,130,1779,0,351,130,1503,0,365,347,5672,0,250,1067,1476,20,510,0,0,0,280,0,0,0
SIXMILECROSS,95YY18,10018,8337,1266,138838,10861,7490,1266,106120,11406,7348,1499,143296,10825,6736,1489,128283,11083,6386,1372,119580,11206,6180,1337,126910,10450,6148,1412,66290,10291,7272,1776,33150,9683,7047,1753,32718,11356,6927,1549,31777,10564,6714,1836,21562,10533,7762,2288,31114,11488,8781,84,31147,10405,8997,151,31754,10226,11181,0,36512,11451,13415,861,35972
SLEMISH,95DD23,11037,33488,5,281880,11606,35875,5,198697,11189,37358,22,209331,11500,36900,32,240315,11418,38201,45,227970,11853,37287,3,191230,12152,38798,73,226000,12326,27756,12,310190,12436,28681,0,418361,14100,41994,1659,350007,14522,39517,1657,360392,14782,37857,1942,341070,15122,42387,1863,345154,15111,40217,2446,295690,14524,43010,0,260390,15074,43956,2075,301521
SLIEVEKIRK,95ZZ13,13930,13476,139,99730,15135,13209,160,99730,15180,13560,204,101553,15017,13635,260,108414,14654,12234,356,19230,14051,12420,252,24640,15084,13986,417,51800,6815,9459,0,11800,5773,10203,0,5270,13224,15682,260,105311,13120,15714,277,114146,12895,15986,335,121520,12609,17644,326,82118,12516,18948,300,118171,11598,22208,0,0,11635,22205,0,111087
SOUTH,95ZZ14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPELGA,95VV26,6719,34204,2443,126750,6883,32960,1699,144480,7114,35074,2016,120419,7070,33806,2338,119372,7325,34384,2527,107080,7356,35804,3088,118210,6991,37669,1629,110460,11033,22264,3443,94300,10944,21996,3062,108444,7453,38282,1587,103928,7342,39937,1315,88894,7213,40541,1732,89030,7606,43715,1371,95311,6748,40766,1302,95229,6283,42108,1204,102952,7233,48853,1330,15866
SPRING HILL,95XX24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRINGFARM,95AA15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRINGTOWN,95MM26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST MARY'S,95VV27,126,123,617,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,40,0,0,0,62,916,0,0,96,1840,0,0,111,1776,0,68,41,915,921,0,41,960,802,0,32,960,567,0,33,960,499,0,37,603,547,0,0,0,0,0,142,0,0,0
ST PATRICK'S,95VV28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,145,976,0,0,144,1409,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STEEPLE,95AA16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STEWARTSTOWN,95KK14,8023,2441,26817,99576,7733,2444,25385,18000,8465,2766,20853,95550,8854,2607,21766,65810,8894,2237,22920,102300,9237,1836,21363,150550,9494,1939,22119,91680,6424,3405,5084,133095,6626,3175,5166,98581,9725,1399,23758,66073,10062,1535,17973,68071,9860,1562,16492,33659,11298,2203,18110,20067,10206,2264,17080,97,9474,2956,26813,0,10057,3003,25960,0
STILES,95AA17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STORMONT,95GG41,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,52,0,0,0,0,0,0,0,0,0,0
STRAND,95JJ19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRAND,95MM27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRANGFORD,95NN22,8732,4509,3,20,9796,4572,0,20,9340,4261,11,100,10410,4210,24,51,10049,3996,15,380,8469,4402,13,1250,9858,4587,40,0,5308,4432,45,0,5608,5074,61,99,7834,5143,44,178,8125,5030,46,194,8106,5164,47,255,7773,6089,3,3000,6833,6888,3,3000,7352,6619,0,153,7820,7669,0,0
STRANMILLIS,95GG42,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRANOCUM,95EE15,8543,8324,40,58500,8318,8141,28,56324,8295,9381,0,17369,8031,7557,0,55120,8076,6889,0,44340,7479,5558,0,5820,7130,5647,0,20930,9667,6361,0,85193,8988,6531,3,82584,7478,6003,0,58514,8057,6890,0,81004,8256,7188,0,84109,7875,7590,9,40141,7767,7891,30,28147,7300,8647,0,45607,7544,8858,0,61667
STRULE,95YY19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,167,1344,0,16,0,0,0,0,231,0,0,0
SUMMERFIELD,95DD24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUNNYLANDS,95HH14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWATRAGH,95TT11,6223,15157,1,16700,5918,16148,2,16900,6042,15539,1,16900,5627,15877,1,16900,5693,15867,3,17400,5698,15853,40,0,5867,15423,211,87000,7105,12900,2397,13100,7172,12947,2400,14097,6771,16348,45,57060,7055,16658,27,62146,7067,16816,12,35148,6882,16852,53,40149,7107,18086,50,40120,7562,19113,0,5078,7045,19702,0,65138
SYDENHAM,95GG43,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGHNEVAN,95LL22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TANDRAGEE,95CC21,1552,667,76,60,1594,682,76,170,1762,705,320,4400,1557,686,333,801,1469,607,444,4300,1712,712,449,4300,1489,744,449,4300,1783,792,423,0,1864,875,432,33,1739,689,433,6,1839,688,479,10,2270,640,464,50,1973,702,687,50,1555,1905,912,7001,1531,708,0,0,1619,847,0,0
TAVANAGH,95LL23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMPLEPATRICK,95AA18,2805,2059,0,20250,2668,2707,0,0,3267,2879,31,34000,3400,2618,26,2,2813,2455,0,31000,2676,2541,0,30500,2627,2435,0,31500,2495,1773,0,20000,2338,1832,0,15065,3298,2338,0,37035,3325,2493,0,37040,3220,2498,0,37013,3499,3029,0,37021,3412,3873,0,38017,3075,4701,0,0,3479,5099,0,0
TEMPO,95PP23,9017,6773,337,16412,9619,6557,481,18300,10092,6714,362,19360,9891,5917,836,18910,9816,5754,914,300,10394,4772,904,15370,9992,4404,874,14800,9912,8801,181,0,9928,8889,39,276,10577,4619,891,136,10612,5028,1001,130,10475,5168,1048,128,10632,5177,1176,8183,9964,4919,1194,228,9872,4401,0,302,11623,4743,1609,211
